Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Relevance_Explanation,Key_Topics,Confidence
Backwards planning with generative ai: Case study evidence from us k12 teachers,S Keppler; WP Sinchaisri; C Snyder,2025.0,7,"S Keppler, WP Sinchaisri, C Snyder",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4924786,"… is still unclear if and how generative AI fits within the backward planning approach adopted … workflow process in K12 education, we ask: How are teachers using generative AI to support …",0.9,"The paper directly examines the integration of generative AI within K12 education, specifically focusing on teacher workflows and backward planning, aligning perfectly with all three keyword components.",generative AI in education; K12 teacher practices; backward planning methodology; AI-supported instructional design; workflow integration in schools,0.95
Reconstruction of transformative CS topics in education: a model proposal for artificial intelligence,A Lindner,2024.0,3,"A Lindner, M Berges",https://ojs.scholarsportal.info/ontariotechu/index.php/dll/article/view/274,… This article analyzes both thematic characteristics and the actors and layers of the K-12 education process concerning AI. The analysis reveals challenges and specifics that distinguish …,0.9,"The paper directly focuses on AI in K-12 education, analyzing thematic characteristics, actors, and layers of the education process, with explicit mention of both 'K-12 education' and 'artificial intelligence' in the abstract.",K-12 education process; artificial intelligence integration; thematic analysis in education; educational challenges; transformative CS topics,0.95
Learning design to support student-AI collaboration: Perspectives of leading teachers for AI in education,J Kim; YH Cho,2022.0,577,"J Kim, H Lee, YH Cho",https://link.springer.com/article/10.1007/s10639-021-10831-6,… and seeks a better understanding of the key considerations for the design and implementation of SAC in learning for K-12 schools toward a new AI-mediated educational environment. …,0.9,"The paper directly addresses K-12 education and AI integration, focusing on student-AI collaboration design and implementation in educational environments.",K-12 education; AI in education; student-AI collaboration; learning design; educational implementation,0.95
How to train your robot: A middle school AI and ethics curriculum,R Williams; C Breazeal,2020.0,14,"R Williams, C Breazeal",https://robots.media.mit.edu/wp-content/uploads/sites/7/2020/07/ijcai_2020.pdf,"… Artificial Intelligence (AI) education implemented in K-12 … issues in making high-quality AI education available to all students… , we implemented our weeklong AI curriculum in seven 5-8th …",0.9,"The paper directly focuses on implementing AI education within K-12 settings, specifically targeting middle school grades (5-8th), and addresses curriculum development and accessibility, aligning perfectly with the keyword's scope.",K-12 AI education; middle school curriculum; AI ethics; educational accessibility; robotics integration,0.95
Implementation Dilemma and Breakthrough Path of AI Education in Primary and Secondary Schools in Less Developed Areas,,2023.0,4,"W Lv, C Yang, W Zhang",https://ieeexplore.ieee.org/abstract/document/10261548/,"… in 2018 to launch the US K-12 Artificial Intelligence Education Initiative. The initiative aims to … AI content at the K-12 level in US elementary and middle schools, and proposes a K-12 AI …",0.9,"The paper directly addresses K-12 AI education implementation, explicitly referencing the US K-12 Artificial Intelligence Education Initiative and focusing on AI content delivery in elementary and middle schools.",K-12 AI education; AI implementation in schools; educational initiatives; primary/secondary education technology; AI curriculum development,0.95
Designing one year curriculum to teach artificial intelligence for middle school,A Sabuncuoglu,2020.0,169,A Sabuncuoglu,https://dl.acm.org/doi/abs/10.1145/3341525.3387364,… AI products. This introduction informs students about why we teach AI and the next steps of their AI education… assess the students’ current knowledge about AI. The rest of the curriculum …,0.9,"The paper directly addresses K12 education by designing a middle school AI curriculum, explicitly integrating AI into education through structured teaching methods and assessment.",AI curriculum design; middle school education; AI literacy; educational assessment; K12 AI integration,0.95
Exploring the Integration of Generative AI in Modern Education Systems: A Comprehensive Analysis,AK Dey; VK Chauhan; PK Singh,2024.0,3,"AK Dey, VK Chauhan, PK Singh…",https://ieeexplore.ieee.org/abstract/document/10882259/,"… , Generative AI in education differs by level with a vast difference between K-12 and higher … , it can be observed that K-12 education delivers the maximum advantage with AI’s skill of …",0.9,"The paper directly addresses the integration of AI in K-12 education, explicitly highlighting its advantages and differences compared to other educational levels, aligning perfectly with the keyword focus.",Generative AI in K-12 education; AI skill advantages in schooling; Comparative analysis across education levels; Modern education system integration; Pedagogical applications of AI,0.95
Measuring Teacher Self-Efficacy and Careers Awareness in K-12 AI Education,R Whyte; S Sentance,2024.0,0,"R Whyte, D Kirby, S Sentance",https://dl.acm.org/doi/abs/10.1145/3649405.3659489,… understanding of AI and awareness of related careers. Our understanding of teacher self-efficacy and careers awareness in the context of the growing field of AI education is limited. We …,0.9,"The paper directly addresses K-12 AI education by focusing on teacher self-efficacy and career awareness, aligning precisely with the keyword's scope and application domain.",K-12 education; AI education; teacher self-efficacy; career awareness; educational measurement,0.95
"K-12 AI Education: Exploring Gender Differences in Achievement Motivation, Self-Efficacy, and Performance",F Bickel; S Jiang,2025.0,0,"F Bickel, S Jiang, R Ellis, J Chao…",https://repository.isls.org/handle/1/11383,"… Educational research has examined this gender gap … AI education, this study examines seven achievement motivation constructs derived from EVT— enjoyment, interest in developing AI…",0.9,"The paper directly focuses on K-12 AI education, explicitly addressing both the educational context and AI as a subject, with methodology and concepts centered on achievement motivation in this specific domain.",K-12 AI education; gender differences; achievement motivation; self-efficacy; educational performance,0.95
WIP: eXplainable AI Is Not Self-Explainable: Findings from Design-Based K-12 AI Education,E Arkko; H Vartiainen,2025.0,0,"N Pope, M Kuismin, E Arkko, H Vartiainen…",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5230260,… AI (XAI) component into AI education within two Finnish middle school classrooms. The educational … for facilitating XAI-enhanced educational technology in classroom settings. …,0.9,"The paper directly addresses K-12 AI education through a classroom-based study in Finnish middle schools, focusing on integrating explainable AI into educational technology.",K-12 AI education; explainable AI (XAI); middle school classrooms; educational technology integration; design-based research,0.95
